"FCCPlanId","providerName","planName","serviceType","priceAmount","planDisclaimer","priceDescription","introductoryRateValue","priceAfterIntroductory","introductoryPeriodLength","contractStatus","contractPeriod","contractLinkURL","lineItemDisclaimer","terminationFee","terminationDescription","otherTerminationFees","otherTerminationFeesAmount","terminationLinkText","onTimeyFeeType","oneTimeFee","monthlyFeeType","monthlyFee","latePaymentFees","latePaymentDescription","tax","discountsBundlesLinks","speedsDownloadSpeed","speedsUploadSpeed","speedsLatency","networkDisclaimerLinkLabel","networkDisclaimerLinkText","dataMonthly","dataAadditionalUsageCharge","dataSpeedDescription","dataDetailsLinkText","networkPolicyLinkText","privacyPolicylinkText","contactUsNumbers","customerSupportlinkText"
"M0005937974458479033852575","AT&T","FirstNet (R) 2GB Tablet Only","Mobile","21.50","","","is not","","","does not require a contract.","","","","0.00","","","","","Activation Fee","35.00","","","8.00","","Varies by location","att.com/fnplans","25-101 Mbps (4G LTE); 67-338 Mbps (5G); 190-477 Mbps (5G+)","3-13 Mbps (4G LTE); 4-22 Mbps (5G); 9-35 Mbps (5G+)","33-60 ms (4G LTE); 27-47 ms (5G); 25-40 ms (5G+)","Performance varies. See coverage at","firstnet.com/coverage","2GB","$10.00/1GB","","att.com/fnplans","att.com/bbnetwork","att.com/privacy","(800)574-7000","firstnet.com/support"
"M0005937974675320090685853","AT&T","AT&T Business Bring Your Smartphone 5G","Mobile","50.00*","","","is not","","","requires a business agreement but does not require a line-level service commitment.","","att.com/mbusagreement","","","Up to $750 depending on device & contract.","","","att.com/equipmentETF","Activation Fee","0.00","","","","See the terms of your contract.","Varies by location","att.com/smbmobdiscounts","12-78 Mbps (4G LTE); 53-304 Mbps (5G); 167-474 Mbps (5G+)","1-12 Mbps (4G LTE); 3-22 Mbps (5G); 6-33 Mbps (5G+)","29-52 ms (4G LTE); 26-45 ms (5G); 23-39 ms (5G+)","Performance varies. See coverage at","att.com/wirelesscoverage","3GB","$20.00/2GB","","att.com/byos","att.com/bbnetwork","att.com/privacy","800-331-0500","business.att.com/support"
"M0005937974691711917915990","AT&T","Mobile Hotspot and Laptop Connect 15GB","Mobile","75.99*","","","is not","","","does not require a contract.","","","","0.00","","","","","Activation Fee","35.00","","","8.00","","Varies by location","att.com/mobilitydiscounts","12-78 Mbps (4G LTE); 53-304 Mbps (5G); 167-474 Mbps (5G+)","1-12 Mbps (4G LTE); 3-22 Mbps (5G); 6-33 Mbps (5G+)","29-52 ms (4G LTE); 26-45 ms (5G); 23-39 ms (5G+)","Performance varies. See coverage at","att.com/wirelesscoverage","15GB","$10.00/5GB","AT&T may temporarily slow data speeds if the network is busy.","www.att.com/exploreUYW","att.com/bbnetwork","att.com/privacy","(800) 331-0500","att.com/support"
"M0005937974955528899331146","AT&T","AT&T Business Unlimited Advanced - 4 Lines","Mobile","75*","","","is not","","","requires a business agreement but does not require a line-level service commitment.","","att.com/mbusagreement","Fees are listed on a per-line basis","","Up to $750 depending on device & contract.","","","att.com/equipmentETF","Activation Fee","0","","","","See the terms of your contract.","Varies by location","att.com/smbmobdiscounts","12-78 Mpbs (4G LTE); 53-304 Mbps (5G); 167-474 Mbps (5G+)","1-12 Mbps (4G LTE); 3-22 Mbps (5G); 6-33 Mbps (5G+)","29-52 ms (4G LTE); 26-45 ms(5G); 23-39 ms (5G+)","Performance varies. See coverage at","att.com/wirelesscoverage","Unlimited","","After 50GB AT&T may temporarily slow data speeds if the network is busy.","","att.com/bbnetwork","att.com/privacy","(800) 331-0500","business.att.com/support"
"F0005937974516026089986227","AT&T","Internet Basic 3 (Copper 3Mbps)","Fixed","70.00*","","","is not","","","does not require a contract.","","","","0.00","","Non-Return Equipment Fee - Gateway","150.00","","Installation Fee","99.00","","","9.99","","Varies by location","att.com/bbdiscounts","3.3 Mbps","0.2 Mbps","39 ms","","","1.5 TB","$10.00/50GB","","att.com/bbusage","att.com/bbnetwork","att.com/privacy","(800) 288-2020","att.com/support/internet/"
"M0005937974284161104641510","AT&T","AT&T Mobile Select(R) - Pooled 10GB for Data Device LTE","Mobile","75.00*","","","is not","","","requires a business agreement but does not require a line-level service commitment.","","att.com/mbusagreement","Fees are listed on a per-line basis","","Up to $750 depending on device & contract.","","","att.com/equipmentETF","Activation Fee","0.00","","","","See the terms of your contract.","Varies by location","att.com/smbmobdiscounts","12-78 Mbps (4G LTE)","1-12 Mbps (4G LTE)","29-52 ms (4G LTE)","Performance varies. See coverage at","att.com/wirelesscoverage","10GB","$0.000009536/KB","","att.com/mobileselect","att.com/bbnetwork","att.com/privacy","800-331-0500","business.att.com/support"
"M0005937974179354310620577","AT&T","AT&T 500MB Plan for Tablet","Mobile","20.00","This Monthly Price requires at least one phone line in the same group.","","is not","","","does not require a contract.","","","","0.00","","","","","Activation Fee","35.00","","","8.00","","Varies by location","att.com/bbfdiscounts","12-78 Mbps (4G LTE)","1-12 Mbps (4G LTE)","29-52 ms (4G LTE)","Performance varies. See coverage at","att.com/wirelesscoverage","500MB","After 500MB data speed slowed to 128kbps","AT&T may temporarily slow data speeds if the network is busy.","att.com/500MB","att.com/bbnetwork","att.com/privacy","(800) 331-0500","att.com/support"
"M0005937974275645039874818","AT&T","FirstNet (R) Unlimited","Mobile","39.99","","","is not","","","does not require a contract.","","","","0.00","","","","","Activation Fee","35.00","","","8.00","","Varies by location","att.com/fnplans","25-101 Mbps (4G LTE); 67-338 Mbps (5G); 190-477 Mbps (5G+)","3-13 Mbps (4G LTE); 4-22 Mbps (5G); 9-35 Mbps (5G+)","33-60 ms (4G LTE); 27-47 ms (5G); 25-40 ms (5G+)","Performance varies. See coverage at","firstnet.com/coverage","Unlimited","","","","att.com/bbnetwork","att.com/privacy","(800)574-7000","firstnet.com/support"
"M0005937974487721624170177","AT&T","AT&T Business Unlimited Premium - 1 Line","Mobile","115*","","","is not","","","requires a business agreement but does not require a line-level service commitment.","","att.com/mbusagreement","Fees are listed on a per-line basis","","Up to $750 depending on device & contract.","","","att.com/equipmentETF","Activation Fee","0","","","","See the terms of your contract.","Varies by location","att.com/smbmobdiscounts","12-78 Mpbs (4G LTE); 53-304 Mbps (5G); 167-474 Mbps (5G+)","1-12 Mbps (4G LTE); 3-22 Mbps (5G); 6-33 Mbps (5G+)","29-52 ms (4G LTE); 26-45 ms(5G); 23-39 ms (5G+)","Performance varies. See coverage at","att.com/wirelesscoverage","Unlimited","","","","att.com/bbnetwork","att.com/privacy","(800) 331-0500","business.att.com/support"
"M0005937974388405928625461","AT&T","AT&T Mobile Select(R) - Pooled 7GB for Smartphone 5G","Mobile","90.00*","","","is not","","","requires a business agreement but does not require a line-level service commitment.","","att.com/mbusagreement","Fees are listed on a per-line basis","","Up to $750 depending on device & contract.","","","att.com/equipmentETF","Activation Fee","0.00","","","","See the terms of your contract.","Varies by location","att.com/smbmobdiscounts","12-78 Mbps (4G LTE); 53-304 Mbps (5G); 167-474 Mbps (5G+)","1-12 Mbps (4G LTE); 3-22 Mbps (5G); 6-33 Mbps (5G+)","29-52 ms (4G LTE); 26-45 ms (5G); 23-39 ms (5G+)","Performance varies. See coverage at","att.com/wirelesscoverage","7GB","$0.000009536/KB","","att.com/mobileselect","att.com/bbnetwork","att.com/privacy","800-331-0500","business.att.com/support"
"F0005937974904785918377308","AT&T","AT&T Internet 100 (eRate)","Fixed","50","","","is not","","","requires a contract.","12","Terms of Service - Legal Policy Center - AT&T (att.com)","","","$20 per month remaining in term, per AT&T Internet line installed may be applied until end of Service Agreement Term","Non-Return Modem/Router Fee; Non-Return Managed Internet Backup fee; Non-Return Wi-Fi Extenders fee","150.00; 150.00; 65.00 per extender","att.com/smbbbcontracts","Installation Fee","150.00","","","","See the terms of your contract.","Varies by location","att.com/erateandrhc","100 Mbps","100 Mbps","8","","","Unlimited","","","","att.com/bbnetwork","att.com/privacy","800-321-2000","business.att.com/support"
"M0005937974513997153815786","AT&T","FirstNet (R) Data Connect Tablet Unlimited","Mobile","40.00","","","is not","","","does not require a contract.","","","","0.00","","","","","Activation Fee","35.00","","","8.00","","Varies by location","att.com/fnplans","25-101 Mbps (4G LTE); 67-338 Mbps (5G); 190-477 Mbps (5G+)","3-13 Mbps (4G LTE); 4-22 Mbps (5G); 9-35 Mbps (5G+)","33-60 ms (4G LTE); 27-47 ms (5G); 25-40 ms (5G+)","Performance varies. See coverage at","firstnet.com/coverage","Unlimited","","","","att.com/bbnetwork","att.com/privacy","(800)574-7000","firstnet.com/support"
"M0005937974316097314416299","AT&T","AT&T Mobile Select(R) - Pooled 100MB for Data Device 5G","Mobile","10.00*","","","is not","","","requires a business agreement but does not require a line-level service commitment.","","att.com/mbusagreement","Fees are listed on a per-line basis","","Up to $750 depending on device & contract.","","","att.com/equipmentETF","Activation Fee","0.00","","","","See the terms of your contract.","Varies by location","att.com/smbmobdiscounts","12-78 Mbps (4G LTE); 53-304 Mbps (5G); 167-474 Mbps (5G+)","1-12 Mbps (4G LTE); 3-22 Mbps (5G); 6-33 Mbps (5G+)","29-52 ms (4G LTE); 26-45 ms (5G); 23-39 ms (5G+)","Performance varies. See coverage at","att.com/wirelesscoverage","100MB","$0.000009536/KB","","att.com/mobileselect","att.com/bbnetwork","att.com/privacy","800-331-0500","business.att.com/support"
"M0005937974103195061985662","AT&T","AT&T Mobile Select(R) - Pooled 1GB for Smartphone 5G","Mobile","60.00*","","","is not","","","requires a business agreement but does not require a line-level service commitment.","","att.com/mbusagreement","Fees are listed on a per-line basis","","Up to $750 depending on device & contract.","","","att.com/equipmentETF","Activation Fee","0.00","","","","See the terms of your contract.","Varies by location","att.com/smbmobdiscounts","12-78 Mbps (4G LTE); 53-304 Mbps (5G); 167-474 Mbps (5G+)","1-12 Mbps (4G LTE); 3-22 Mbps (5G); 6-33 Mbps (5G+)","29-52 ms (4G LTE); 26-45 ms (5G); 23-39 ms (5G+)","Performance varies. See coverage at","att.com/wirelesscoverage","1GB","$0.000009536/KB","","att.com/mobileselect","att.com/bbnetwork","att.com/privacy","800-331-0500","business.att.com/support"
"F0005937974867015136227245","AT&T","Internet 10","Fixed","110*","","","is not","","","does not require a contract.","","","","0.00","","Non-Return Modem/Router Fee; Non-Return Managed Internet Backup fee; Non-Return Wi-Fi Extenders fee","150.00; 150.00; 65.00 per extender","","Installation Fee","150.00","","","9.99","","Varies by location","att.com/smbbbdiscounts","12.5 Mpbs","0.5 Mbps","37 ms","","","Unlimited","","","","att.com/bbnetwork","att.com/privacy","800-321-2000","business.att.com/support"
"M0005937974414996254555989","AT&T","AT&T Business Connect (Backup) 200GB 5G","Mobile","950.00*","","","is not","","","requires a business agreement but does not require a line-level service commitment.","","att.com/mbusagreement","Fees are listed on a per-line basis","","Up to $750 depending on device & contract.","","","att.com/equipmentETF","Activation Fee","0.00","","","","See the terms of your contract.","Varies by location","att.com/smbmobdiscounts","12-78 Mbps (4G LTE); 53-304 Mbps (5G); 167-474 Mbps (5G+)","1-12 Mbps (4G LTE); 3-22 Mbps (5G); 6-33 Mbps (5G+)","29-52 ms (4G LTE); 26-45 ms (5G); 23-39 ms (5G+)","Performance varies. See coverage at","att.com/wirelesscoverage","200GB","$0.00001431/KB","","att.com/businessconnect","att.com/bbnetwork","att.com/privacy","800-331-0500","business.att.com/support"
"M0005937974500518558210265","AT&T","AT&T Business Unlimited Advanced - 2 Lines","Mobile","95*","","","is not","","","requires a business agreement but does not require a line-level service commitment.","","att.com/mbusagreement","Fees are listed on a per-line basis","","Up to $750 depending on device & contract.","","","att.com/equipmentETF","Activation Fee","0","","","","See the terms of your contract.","Varies by location","att.com/smbmobdiscounts","12-78 Mpbs (4G LTE); 53-304 Mbps (5G); 167-474 Mbps (5G+)","1-12 Mbps (4G LTE); 3-22 Mbps (5G); 6-33 Mbps (5G+)","29-52 ms (4G LTE); 26-45 ms(5G); 23-39 ms (5G+)","Performance varies. See coverage at","att.com/wirelesscoverage","Unlimited","","After 50GB AT&T may temporarily slow data speeds if the network is busy.","","att.com/bbnetwork","att.com/privacy","(800) 331-0500","business.att.com/support"
"M0005937974159801150109649","AT&T","AT&T Mobile Select(R) - Pooled 5GB for Smartphone LTE","Mobile","80.00*","","","is not","","","requires a business agreement but does not require a line-level service commitment.","","att.com/mbusagreement","Fees are listed on a per-line basis","","Up to $750 depending on device & contract.","","","att.com/equipmentETF","Activation Fee","0.00","","","","See the terms of your contract.","Varies by location","att.com/smbmobdiscounts","12-78 Mbps (4G LTE)","1-12 Mbps (4G LTE)","29-52 ms (4G LTE)","Performance varies. See coverage at","att.com/wirelesscoverage","5GB","$0.000009536/KB","","att.com/mobileselect","att.com/bbnetwork","att.com/privacy","800-331-0500","business.att.com/support"
"F0005937974967998147978416","AT&T","AT&T Internet 500M / 500M (eRate)","Fixed","100","","","is not","","","requires a contract.","12","Terms of Service - Legal Policy Center - AT&T (att.com)","","","$20 per month remaining in term, per AT&T Internet line installed may be applied until end of Service Agreement Term","Non-Return Modem/Router Fee; Non-Return Managed Internet Backup fee; Non-Return Wi-Fi Extenders fee","150.00; 150.00; 65.00 per extender","att.com/smbbbcontracts","Installation Fee","150.00","","","","See the terms of your contract.","Varies by location","att.com/erateandrhc","500 Mbps","500 Mbps","8","","","Unlimited","","","","att.com/bbnetwork","att.com/privacy","800-321-2000","business.att.com/support"
"M0005937974423990648415051","AT&T","AT&T Unlimited Premium (R) PL - 5 Lines","Mobile","55.99*","","","is not","","","does not require a contract.","","","Fees are listed on a per-line basis","0.00","","","","","Activation Fee","35.00","","","8.00","","Varies by location","att.com/mobilitydiscounts","12-78 Mbps (4G LTE); 53-304 Mbps (5G); 167-474 Mbps (5G+)","1-12 Mbps (4G LTE); 3-22 Mbps (5G); 6-33 Mbps (5G+)","29-52 ms (4G LTE); 26-45 ms (5G); 23-39 ms (5G+)","Performance varies. See coverage at","att.com/wirelesscoverage","Unlimited","","","","att.com/bbnetwork","att.com/privacy","(800) 331-0500","att.com/support"
"F0005937974314804216690668","AT&T","Internet 2G / 2G (eRate)","Fixed","185","","","is not","","","requires a contract.","12","Terms of Service - Legal Policy Center - AT&T (att.com)","","","$20 per month remaining in term, per AT&T Internet line installed may be applied until end of Service Agreement Term","Non-Return Modem/Router Fee; Non-Return Managed Internet Backup fee; Non-Return Wi-Fi Extenders fee","150.00; 150.00; 65.00 per extender","att.com/smbbbcontracts","Installation Fee","150.00","","","","See the terms of your contract.","Varies by location","att.com/erateandrhc","2 Gbps","2 Gbps","13","","","Unlimited","","","","att.com/bbnetwork","att.com/privacy","800-321-2000","business.att.com/support"
"F0005937974535780613469390","AT&T","Internet 10 (Fiber 10Mbps)","Fixed","70.00*","","","is not","","","does not require a contract.","","","","0.00","","Non-Return Equipment Fee - Gateway","150.00","","Installation Fee","99.00","","","9.99","","Varies by location","att.com/bbdiscounts","13.2 Mbps","12.2 Mbps","20 ms","","","1.5 TB","$10.00/50GB","","att.com/bbusage","att.com/bbnetwork","att.com/privacy","(800) 288-2020","att.com/support/internet/"
"M0005937974746027295468946","AT&T","Access for Audi","Mobile","10.00","","","is not","","","does not require a contract.","","","","0.00","","","","","","","","","0.00","","Varies by location","att.com/CCdiscounts","12-78 Mbps (4G LTE)","1-12 Mbps (4G LTE)","29-82 ms (4G LTE)","Performance varies. See coverage at","att.com/wirelesscoverage","Unlimited","","AT&T may temporarily slow data speeds if the network is busy.","","att.com/bbnetwork","att.com/privacy","(866) 595-1334","att.com/support"
"F0005937974872307503737071","AT&T","5000S","Fixed","285*","","","is not","","","does not require a contract.","","","","0.00","","Non-Return Modem/Router Fee; Non-Return Managed Internet Backup fee; Non-Return Wi-Fi Extenders fee","150.00; 150.00; 65.00 per extender","","Installation Fee","150.00","","","9.99","","Varies by location","att.com/smbbbdiscounts","5 Gbps","5 Gbps","12","","","Unlimited","","","","att.com/bbnetwork","att.com/privacy","800-321-2000","business.att.com/support"
